loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,interest_rate,inflation_rate,season_of_application,loan_status
235,3, Not Graduate, Yes,1500000,5100000,14,837,4100000,1000000,3300000,1400000,4.9860606,0.8192791,Summer,approved
236,1, Graduate, No,1600000,4500000,14,673,1900000,2700000,3700000,1300000,4.902952,1.5727984,Summer,approved
237,5, Graduate, No,8100000,25300000,8,796,15900000,12600000,21500000,7800000,4.3225203,2.7135303,Summer,approved
238,3, Not Graduate, Yes,6100000,20900000,18,470,500000,8500000,18000000,7500000,4.473115,2.1518698,Summer,rejected
239,2, Not Graduate, Yes,200000,500000,6,746,400000,0,500000,0,6.133939,3.3619297,Winter,approved
240,2, Not Graduate, No,1700000,5300000,20,761,2500000,500000,3700000,1200000,5.0042586,2.5773175,Summer,approved
241,3, Graduate, Yes,1800000,5100000,8,790,100000,0,3700000,2000000,4.322553,2.868372,Summer,approved
242,0, Not Graduate, No,5700000,15900000,16,638,100000,9500000,16300000,4500000,3.523106,1.9106817,Spring,approved
243,1, Not Graduate, Yes,7400000,17200000,8,899,16500000,8700000,16700000,4900000,1.8750426,3.609118,Fall,approved
244,0, Graduate, No,4700000,14800000,20,755,12300000,5000000,15400000,3700000,6.142446,1.4327034,Winter,approved
245,2, Graduate, Yes,4400000,10000000,20,516,7400000,7600000,12200000,5100000,5.695678,1.0424236,Summer,rejected
246,0, Not Graduate, Yes,2500000,8800000,14,389,7300000,1400000,8500000,3600000,3.8342803,3.8653007,Fall,rejected
247,2, Not Graduate, No,8000000,17800000,20,549,2400000,9700000,27400000,10800000,4.137319,3.318941,Fall,rejected
248,3, Not Graduate, No,4400000,10500000,18,677,100000,2000000,12100000,5000000,5.4813385,3.1698964,Fall,approved
249,1, Not Graduate, Yes,3700000,10900000,14,748,3700000,2800000,13200000,4100000,4.508662,0.16062416,Summer,approved
250,2, Graduate, Yes,9200000,25300000,4,827,25900000,15900000,19300000,11000000,6.3394504,3.231235,Winter,approved
251,1, Graduate, Yes,200000,400000,20,882,400000,100000,300000,0,6.33265,2.5236297,Winter,approved
252,5, Not Graduate, Yes,4100000,11100000,18,756,1700000,3000000,10800000,3000000,4.080918,1.5485379,Summer,approved
253,5, Not Graduate, No,5200000,12200000,20,513,13400000,2000000,16800000,5400000,1.8614657,2.0828488,Spring,rejected
254,1, Not Graduate, Yes,500000,1900000,12,868,200000,500000,1800000,300000,4.014688,1.8963381,Summer,approved
255,4, Not Graduate, No,4200000,9400000,4,726,10000000,8100000,16100000,5500000,4.1521473,1.2760769,Summer,approved
256,0, Graduate, No,6000000,23600000,6,776,13800000,2700000,23400000,8800000,6.921995,3.8622591,Winter,approved
257,3, Not Graduate, No,3400000,8100000,12,385,6100000,4000000,10700000,4000000,2.3122752,3.6829379,Fall,rejected
258,4, Graduate, No,3700000,7600000,14,794,9500000,7300000,12100000,4500000,5.7767296,3.3893323,Fall,approved
259,5, Not Graduate, Yes,1700000,5200000,16,820,1700000,1200000,4000000,1000000,4.588416,1.6149616,Summer,approved
260,0, Graduate, No,5400000,18400000,8,625,12100000,3000000,13000000,4800000,6.2577496,2.564816,Winter,approved
261,2, Graduate, No,6000000,13900000,4,533,3000000,9600000,14600000,4100000,4.177404,1.4868085,Summer,rejected
262,1, Not Graduate, No,8800000,30200000,18,897,17100000,7900000,28700000,11100000,4.6364317,2.3368142,Summer,approved
263,2, Not Graduate, No,2900000,11000000,2,835,4900000,3200000,11500000,1400000,7.063834,0.8735971,Winter,approved
264,2, Not Graduate, No,2300000,5000000,16,588,2000000,3500000,7000000,1500000,5.4404,3.7445953,Fall,approved
265,4, Graduate, No,700000,2600000,14,736,2100000,600000,1900000,400000,6.7430773,2.1267002,Winter,approved
266,4, Graduate, No,8200000,25200000,18,691,5800000,8900000,28500000,10500000,4.277151,3.85532,Fall,approved
267,2, Graduate, Yes,4100000,11200000,6,442,12200000,4100000,10000000,4500000,4.3391767,2.7330983,Summer,rejected
268,0, Not Graduate, Yes,2600000,9900000,20,368,3600000,1500000,5200000,2000000,7.087613,4.2834425,Winter,rejected
269,5, Not Graduate, No,2500000,8800000,10,769,3700000,1600000,8200000,2700000,3.8965712,1.4468282,Spring,approved
270,4, Graduate, No,1200000,3300000,2,564,2200000,500000,4700000,1100000,6.5378323,1.7805492,Winter,approved
271,2, Not Graduate, Yes,400000,1400000,2,480,200000,700000,1600000,200000,6.472474,1.0940326,Winter,approved
272,1, Not Graduate, No,7200000,24700000,6,596,8800000,1400000,21700000,5800000,1.2035625,2.035743,Spring,approved
273,2, Graduate, No,4600000,14800000,6,410,12900000,6800000,16100000,5800000,8.2193,2.2079666,Winter,rejected
274,1, Not Graduate, No,7200000,24900000,14,666,3600000,11600000,16600000,5800000,7.0199966,1.3262507,Winter,approved
275,2, Graduate, Yes,3500000,8100000,4,589,3800000,6700000,12500000,2700000,3.0959911,2.0659254,Spring,approved
276,4, Not Graduate, No,4500000,15100000,6,693,3700000,1500000,17800000,6000000,6.3543744,3.1851645,Winter,approved
277,0, Graduate, Yes,7000000,22100000,14,467,10000000,6400000,26100000,5800000,3.9771469,2.6303053,Spring,rejected
278,4, Graduate, Yes,6200000,16200000,20,734,8800000,4000000,14600000,4400000,3.6832852,2.6340451,Spring,approved
279,1, Not Graduate, Yes,5600000,18000000,10,531,6500000,9000000,19800000,8400000,6.54823,2.0284092,Winter,rejected
280,5, Not Graduate, Yes,1100000,3900000,4,891,1100000,200000,3400000,900000,5.329705,2.7394164,Summer,approved
281,2, Not Graduate, No,4400000,16500000,16,879,7800000,7500000,10300000,5400000,4.9470696,1.818747,Summer,approved
282,1, Graduate, Yes,200000,500000,10,856,500000,200000,500000,200000,5.185734,2.9397936,Summer,approved
283,1, Not Graduate, Yes,1100000,2700000,16,346,1900000,300000,2200000,800000,5.7735047,1.8396444,Summer,rejected
284,5, Not Graduate, No,1800000,5400000,14,347,3800000,1300000,4900000,1700000,5.621893,0.8537296,Summer,rejected
285,2, Graduate, Yes,2300000,5500000,16,629,4600000,2900000,7000000,1900000,2.2191067,3.1504743,Fall,approved
286,5, Graduate, No,1300000,2700000,6,607,800000,1500000,4700000,1600000,7.609424,0,Winter,approved
287,0, Graduate, Yes,9400000,20000000,4,350,3300000,1400000,37200000,4700000,4.3851037,1.4918246,Summer,rejected
288,4, Graduate, No,400000,1000000,20,692,500000,400000,1600000,200000,6.8117056,2.1306367,Winter,approved
289,0, Not Graduate, No,6200000,17300000,8,583,3700000,3900000,13600000,3300000,4.6813445,3.7822928,Fall,approved
290,0, Graduate, No,7500000,23000000,14,725,8900000,4800000,20200000,7100000,4.558063,3.0067766,Fall,approved
291,1, Graduate, No,3200000,7600000,4,592,3000000,1400000,8100000,4700000,5.8713818,4.294615,Winter,approved
292,3, Not Graduate, No,5900000,23200000,2,307,15500000,10000000,21100000,6300000,7.40318,1.6042335,Winter,approved
293,3, Graduate, No,9400000,20300000,10,649,19600000,6700000,36100000,10000000,3.8965712,1.4468282,Spring,approved
294,3, Not Graduate, No,4100000,12200000,2,457,700000,500000,14100000,4900000,5.4747553,2.6289904,Summer,rejected
295,0, Not Graduate, No,1000000,2200000,12,302,2200000,400000,3700000,1400000,3.4574304,2.6861782,Spring,rejected
296,0, Graduate, No,200000,400000,4,594,500000,0,400000,100000,5.4799757,2.0929682,Summer,approved
297,2, Graduate, Yes,1900000,5000000,14,641,1000000,900000,5500000,2400000,6.5591493,3.177642,Winter,approved
298,2, Not Graduate, Yes,3900000,9300000,8,591,10900000,2700000,9600000,3300000,5.3682203,3.16358,Fall,approved
299,4, Graduate, No,5900000,19900000,14,469,14200000,6800000,22100000,3200000,4.9153786,1.5642449,Summer,rejected
300,4, Graduate, Yes,7800000,25600000,4,665,1000000,2300000,27300000,8200000,6.3081837,2.3773122,Winter,approved
301,4, Graduate, Yes,300000,1100000,12,674,600000,0,800000,200000,4.363621,2.6656659,Summer,approved
302,2, Graduate, No,3300000,8300000,6,653,4700000,3100000,8300000,4600000,3.0993361,0.65968513,Spring,approved
303,0, Not Graduate, Yes,7500000,25800000,18,844,9100000,600000,18600000,6500000,6.2575192,2.2240083,Winter,approved
304,5, Not Graduate, Yes,7600000,23000000,10,829,3100000,7300000,17600000,7300000,5.9730144,2.9580858,Summer,approved
305,0, Not Graduate, Yes,1600000,5300000,4,733,400000,2100000,5500000,1100000,5.731481,1.6987618,Summer,approved
306,2, Graduate, No,4000000,13000000,4,695,6400000,6900000,15400000,4300000,4.917753,2.422809,Summer,approved
307,5, Not Graduate, Yes,1900000,4900000,4,442,3200000,2100000,5800000,900000,7.7049766,2.179327,Winter,rejected
308,2, Graduate, Yes,8100000,25700000,8,455,22300000,11500000,19800000,9500000,3.6513374,3.1768787,Fall,rejected
309,4, Graduate, Yes,3900000,13300000,20,453,9800000,500000,12300000,4700000,5.9496,2.7912047,Summer,rejected
310,1, Graduate, Yes,9300000,19000000,14,689,24000000,11500000,35100000,9000000,2.2823436,2.9706185,Spring,approved
311,4, Not Graduate, No,8800000,19100000,6,586,17600000,8800000,20600000,12400000,6.507389,0.7444625,Winter,approved
312,5, Graduate, Yes,500000,1500000,4,476,200000,200000,1100000,700000,6.384045,1.7926142,Winter,approved
313,1, Graduate, No,4700000,11700000,6,308,11800000,1100000,15100000,3700000,5.58168,3.6224976,Fall,rejected
314,1, Not Graduate, No,5100000,15300000,4,721,7000000,6100000,15300000,5900000,5.9230022,2.8928921,Summer,approved
315,4, Not Graduate, No,9800000,29400000,8,592,29100000,16700000,35900000,9000000,2.9289048,1.9184005,Spring,approved
316,4, Graduate, Yes,2000000,6700000,12,633,100000,800000,4800000,2000000,4.077892,2.5079262,Summer,approved
317,1, Graduate, Yes,6000000,13400000,12,731,1300000,4300000,21300000,6900000,4.3568025,1.7890282,Summer,approved
318,3, Graduate, Yes,7700000,16200000,6,380,11500000,15100000,22500000,6400000,8.298554,4.714776,Winter,rejected
319,3, Graduate, Yes,8300000,22700000,2,650,3600000,16000000,18000000,5800000,6.734195,2.2424994,Winter,approved
320,5, Not Graduate, Yes,1000000,2400000,18,613,1600000,1300000,2600000,600000,3.8018682,2.9164429,Spring,approved
321,4, Not Graduate, No,4900000,11400000,8,470,12000000,7500000,14700000,4800000,5.584325,3.4490383,Fall,rejected
322,0, Graduate, Yes,9400000,30700000,10,477,17400000,900000,27500000,6200000,6.8217435,2.997096,Winter,rejected
323,5, Graduate, No,9400000,36800000,10,509,20700000,7400000,22400000,6300000,4.99036,2.8244367,Summer,rejected
324,5, Graduate, Yes,7100000,20100000,4,700,16900000,2900000,15600000,4500000,3.2222598,3.4943886,Fall,approved
325,0, Not Graduate, Yes,8600000,32600000,8,778,21500000,14100000,33600000,11000000,3.5645807,2.7448301,Spring,approved
326,4, Not Graduate, No,1600000,5100000,8,705,2400000,800000,5100000,1900000,6.2557125,3.5869007,Winter,approved
327,5, Graduate, No,200000,700000,18,707,-100000,100000,500000,200000,4.670901,1.0155898,Summer,approved
328,3, Not Graduate, No,4100000,15900000,12,538,3900000,800000,8800000,5700000,5.62692,2.497334,Summer,rejected
329,3, Not Graduate, No,3500000,13700000,4,439,5200000,2800000,13000000,4400000,3.6298723,3.4273245,Fall,approved
330,0, Graduate, No,6100000,23600000,20,856,3300000,5200000,17700000,6400000,4.971156,2.9773629,Summer,approved
331,1, Graduate, Yes,7100000,20800000,20,437,9600000,7300000,24700000,8800000,5.495058,0.8317338,Summer,rejected
332,4, Graduate, No,9400000,32200000,6,898,27600000,11800000,19500000,8600000,4.6099944,2.7638328,Summer,approved
333,0, Graduate, No,6600000,13700000,20,747,3600000,2400000,23900000,6000000,4.742596,1.7378237,Summer,approved
334,1, Graduate, No,7200000,22800000,2,551,15000000,8700000,21300000,9500000,5.646471,2.2599685,Summer,approved
335,5, Not Graduate, No,9000000,35200000,2,437,18400000,17800000,18300000,10400000,4.6580467,1.9598142,Summer,approved
336,5, Graduate, No,7100000,18900000,12,360,10700000,1100000,19800000,8500000,6.9212155,1.3233321,Winter,rejected
337,2, Graduate, Yes,9700000,35100000,20,612,13400000,13500000,38200000,6500000,3.2920063,2.6674256,Spring,approved
338,0, Not Graduate, No,9500000,24800000,2,564,17400000,16000000,19600000,12000000,5.216277,3.0246196,Fall,approved
339,0, Not Graduate, No,9500000,24800000,2,564,17400000,16000000,19600000,12000000,5.257689,3.3542562,Fall,approved
340,3, Not Graduate, No,9100000,27400000,18,652,8500000,7300000,31700000,6800000,4.6271553,3.722676,Fall,approved
341,4, Not Graduate, No,7200000,27400000,8,735,14100000,14200000,19400000,9500000,4.3413396,2.9138603,Summer,approved
342,5, Graduate, Yes,200000,400000,18,822,200000,300000,600000,300000,4.08451,3.6473782,Fall,approved
343,3, Not Graduate, No,1500000,5500000,16,717,2100000,800000,4400000,1300000,5.348895,2.2762399,Summer,approved
344,3, Graduate, Yes,1700000,5800000,10,524,4100000,2900000,6600000,800000,5.5752807,3.3747787,Fall,rejected
345,1, Graduate, Yes,3400000,12300000,8,523,6100000,4700000,8300000,2600000,6.550757,3.762039,Winter,rejected
346,4, Graduate, Yes,3800000,7800000,20,891,4600000,7000000,14300000,3300000,5.6936193,2.6144264,Summer,approved
347,1, Not Graduate, No,4900000,12500000,2,636,14200000,6400000,13900000,5000000,7.2066913,3.122491,Winter,approved
348,2, Not Graduate, No,8800000,19000000,14,637,13700000,13900000,27100000,6100000,5.3901267,2.144577,Summer,approved
349,5, Graduate, Yes,3800000,14400000,2,345,3300000,800000,13000000,4700000,8.019626,1.6278617,Winter,approved
350,5, Not Graduate, No,5500000,21200000,4,582,12100000,8300000,17100000,3100000,3.9202592,1.7187147,Spring,approved
351,3, Not Graduate, No,4500000,16400000,6,533,1800000,5600000,12200000,3900000,4.5533304,2.7712429,Summer,rejected
352,2, Graduate, Yes,4100000,11200000,6,442,12200000,4100000,10000000,4500000,5.606238,2.2833962,Summer,rejected
353,5, Graduate, No,4200000,12500000,18,723,1200000,300000,12900000,6100000,5.571937,3.3097143,Fall,approved
354,4, Not Graduate, No,4400000,9800000,18,732,2400000,2400000,15100000,4400000,3.98664,1.5028951,Spring,approved
355,1, Graduate, Yes,1600000,4900000,16,487,4300000,1100000,3900000,2000000,3.1831613,1.0921512,Spring,rejected
356,3, Graduate, No,8900000,19100000,6,807,2300000,16500000,29900000,10400000,4.694142,4.7310944,Winter,approved
357,1, Graduate, No,1600000,5400000,4,319,4200000,2200000,4200000,1600000,6.1102967,2.7882538,Winter,approved
358,5, Not Graduate, No,9100000,27800000,16,547,21900000,7000000,31900000,9400000,3.7978873,3.3541932,Fall,rejected
359,5, Not Graduate, No,1100000,2500000,4,827,2400000,1000000,4100000,600000,8.378498,2.6428869,Winter,approved
360,5, Not Graduate, Yes,5200000,11800000,18,711,14300000,5100000,15500000,4500000,3.032904,3.0434787,Fall,approved
361,5, Not Graduate, No,700000,2400000,20,330,1300000,700000,2500000,500000,4.176854,2.2192354,Summer,rejected
362,1, Graduate, Yes,4900000,15200000,10,429,5700000,7300000,14400000,3300000,7.1664443,1.6173364,Winter,rejected
363,5, Not Graduate, No,6800000,20100000,14,839,1900000,600000,15600000,7500000,5.080658,2.3270948,Summer,approved
364,3, Graduate, No,5000000,12700000,14,865,4700000,8100000,19500000,6300000,4.3215523,2.3158388,Summer,approved
365,4, Graduate, No,8700000,25200000,18,790,25000000,9100000,18400000,8400000,4.9985785,2.1207082,Summer,approved
366,5, Graduate, No,300000,1100000,2,300,100000,500000,700000,400000,6.1921325,1.5640342,Winter,approved
367,3, Not Graduate, Yes,5800000,16700000,16,735,3900000,9400000,12600000,5600000,5.70491,3.2397497,Fall,approved
368,4, Graduate, No,3400000,8300000,2,567,5700000,1900000,10200000,2700000,5.063423,0.8251859,Summer,approved
369,5, Graduate, No,8700000,33000000,4,678,22500000,14800000,29200000,4300000,4.888088,2.71062,Summer,approved
370,2, Not Graduate, Yes,1800000,5700000,4,809,1200000,1900000,6300000,2400000,5.280889,2.0980432,Summer,approved
371,1, Graduate, No,6200000,14300000,20,819,7500000,11700000,16700000,4300000,4.508662,0.16062416,Summer,approved
372,3, Graduate, Yes,7800000,20000000,14,727,4600000,7200000,17300000,8600000,3.0848813,2.0701652,Spring,approved
373,1, Not Graduate, Yes,3500000,11600000,10,898,3100000,2700000,9000000,4500000,4.4431863,1.4210205,Summer,approved
374,5, Graduate, Yes,6800000,22600000,2,804,3500000,12500000,18200000,9900000,6.9392467,2.7598686,Winter,approved
375,1, Graduate, No,600000,1200000,14,443,700000,1000000,2200000,800000,5.497765,1.4244106,Summer,rejected
376,1, Not Graduate, No,7300000,19200000,14,599,18400000,5400000,15900000,3700000,5.5551205,3.7521582,Fall,approved
377,3, Not Graduate, No,2000000,5800000,8,799,3000000,3100000,5500000,1000000,5.247104,2.5509503,Summer,approved
378,2, Graduate, No,8100000,20800000,18,778,4100000,15500000,16700000,10600000,4.4749856,1.1108356,Summer,approved
379,4, Graduate, No,7200000,23100000,12,632,4600000,8500000,19400000,4400000,5.8123345,1.4660835,Summer,approved
380,3, Not Graduate, No,1300000,5000000,6,686,2700000,2000000,4100000,900000,4.0517,1.9370397,Summer,approved
381,5, Graduate, Yes,200000,400000,18,822,200000,300000,600000,300000,4.8603544,4.2784476,Winter,approved
382,0, Not Graduate, No,6600000,25600000,8,718,12600000,12200000,21700000,9000000,4.6933517,1.5358186,Summer,approved
383,1, Graduate, No,6300000,17200000,12,714,10100000,4200000,24700000,8500000,2.2938728,3.7547321,Fall,approved
384,5, Not Graduate, No,3200000,10000000,14,610,2900000,3800000,8600000,3500000,4.4573965,2.4488041,Summer,approved
385,3, Graduate, Yes,4200000,15400000,8,362,9900000,5300000,15500000,5600000,5.1799703,1.9665208,Summer,rejected
386,1, Not Graduate, Yes,6800000,16800000,10,736,2000000,2600000,23800000,5600000,7.3980336,1.5118668,Winter,approved
387,2, Graduate, No,6600000,13100000,20,885,10900000,4300000,20600000,6200000,3.1198018,4.5427456,Winter,approved
388,0, Graduate, Yes,2700000,9700000,20,551,1300000,1300000,7100000,1600000,3.4680018,2.1949434,Spring,approved
389,0, Not Graduate, Yes,8600000,32600000,8,778,21500000,14100000,33600000,11000000,3.8965712,1.4468282,Spring,approved
390,0, Graduate, No,7500000,25100000,14,877,21000000,11400000,16900000,10700000,4.538206,3.3475585,Fall,approved
391,3, Graduate, No,1600000,3500000,10,844,4500000,2200000,5200000,1600000,5.3101807,1.91713,Summer,approved
392,4, Graduate, No,8200000,28100000,12,696,11500000,10600000,25300000,7200000,4.9469013,2.130908,Summer,approved
393,4, Graduate, No,1700000,4300000,18,580,1500000,2400000,6600000,1700000,4.9475994,1.4236977,Summer,approved
394,1, Graduate, No,7000000,27100000,6,591,6700000,12200000,21500000,4900000,4.9604673,3.7133787,Fall,approved
395,0, Graduate, No,9500000,28400000,18,577,6200000,10300000,30200000,14100000,3.8927455,2.1106904,Spring,approved
